BJP,INC,AGP,AIUDF,BPF,UPPL,OTHER,NDA,OPPOSITION
48,50,8,15,0,6,0,62,65
54,47,9,10,0,7,0,70,57
53,40,14,12,0,8,0,75,52
61,37,9,12,0,8,0,78,49
54,47,11,9,0,6,0,71,56
44,57,11,9,0,6,0,61,66
61,44,11,8,0,3,0,75,52
47,52,9,12,0,7,0,63,64
48,49,12,10,0,8,0,68,59
53,51,10,9,0,4,0,67,60
58,43,10,11,0,5,0,73,54
50,61,3,8,0,5,0,58,69
62,40,7,12,0,6,0,75,52
47,54,12,9,0,5,0,64,63
50,51,7,11,0,8,0,65,62
50,51,10,8,0,8,0,68,59
52,46,12,11,0,6,0,70,57
56,45,9,13,0,4,0,69,58
62,36,11,10,0,8,0,81,46
52,41,15,10,0,9,0,76,51
49,53,4,13,0,8,0,61,66
52,50,7,14,0,4,0,63,64
61,41,11,9,0,5,0,77,50
53,42,10,13,0,9,0,72,55
49,56,6,12,0,4,0,59,68
43,59,8,8,0,9,0,60,67
50,49,9,11,0,8,0,67,60
53,47,8,11,0,8,0,69,58
51,56,4,10,0,6,0,61,66
58,46,13,4,0,6,0,77,50
48,56,6,11,0,6,0,60,67
54,47,11,8,0,7,0,72,55
54,45,10,12,0,6,0,70,57
56,39,10,16,0,6,0,72,55
60,40,11,10,0,6,0,77,50
51,49,11,10,0,6,0,68,59
44,50,12,12,0,9,0,65,62
56,44,9,13,0,5,0,70,57
43,60,6,11,0,7,0,56,71
59,44,9,8,0,7,0,75,52
57,49,3,12,0,6,0,66,61
47,52,8,11,0,9,0,64,63
51,51,11,6,0,8,0,70,57
50,45,12,13,0,7,0,69,58
48,48,8,15,0,8,0,64,63
54,44,12,11,0,6,0,72,55
40,55,10,14,0,8,0,58,69
54,47,8,11,0,7,0,69,58
53,43,10,13,0,8,0,71,56
47,51,10,11,0,8,0,65,62
62,37,13,10,0,5,0,80,47
55,42,13,12,0,5,0,73,54
55,44,10,11,0,7,0,72,55
46,44,13,16,0,8,0,67,60
57,43,8,10,0,9,0,74,53
58,40,9,12,0,8,0,75,52
53,47,8,14,0,5,0,66,61
53,49,9,9,0,7,0,69,58
57,38,8,16,0,8,0,73,54
51,55,5,12,0,4,0,60,67
51,45,12,12,0,7,0,70,57
57,44,11,12,0,3,0,71,56
54,46,9,10,0,8,0,71,56
44,56,10,9,0,8,0,62,65
48,51,14,8,0,6,0,68,59
49,53,7,13,0,5,0,61,66
49,45,10,15,0,8,0,67,60
53,49,7,8,0,10,0,70,57
56,44,10,10,0,7,0,73,54
53,46,11,8,0,9,0,73,54
53,43,11,12,0,8,0,72,55
55,37,15,10,0,10,0,80,47
59,44,9,9,0,6,0,74,53
51,47,13,9,0,7,0,71,56
49,51,12,9,0,6,0,67,60
50,54,7,12,0,4,0,61,66
53,45,9,13,0,7,0,69,58
52,46,14,10,0,5,0,71,56
52,47,9,11,0,8,0,69,58
58,40,12,8,0,9,0,79,48
51,47,13,9,0,7,0,71,56
51,43,10,14,0,9,0,70,57
48,56,10,9,0,4,0,62,65
54,51,7,9,0,6,0,67,60
48,56,7,7,0,9,0,64,63
52,51,10,7,0,7,0,69,58
49,54,12,9,0,3,0,64,63
56,53,6,7,0,5,0,67,60
60,44,10,7,0,6,0,76,51
50,45,10,11,0,11,0,71,56
59,36,12,13,0,7,0,78,49
61,39,13,8,0,6,0,80,47
55,50,6,8,0,8,0,69,58
47,58,7,9,0,6,0,60,67
50,47,11,13,0,6,0,67,60
49,55,6,11,0,6,0,61,66
57,45,8,9,0,8,0,73,54
62,42,7,7,0,9,0,78,49
54,44,10,12,0,7,0,71,56
57,44,11,8,0,7,0,75,52
60,36,10,10,0,11,0,81,46
52,47,10,9,0,9,0,71,56
58,47,7,7,0,8,0,73,54
52,45,10,11,0,9,0,71,56
58,39,10,12,0,8,0,76,51
47,51,10,12,0,7,0,64,63
48,56,8,8,0,7,0,63,64
50,52,12,8,0,5,0,67,60
48,59,7,10,0,3,0,58,69
48,51,7,12,0,9,0,64,63
59,41,11,10,0,6,0,76,51
52,49,8,12,0,6,0,66,61
66,37,8,8,0,8,0,82,45
48,48,12,11,0,8,0,68,59
52,45,14,9,0,7,0,73,54
55,42,11,12,0,7,0,73,54
45,57,10,9,0,6,0,61,66
62,34,14,11,0,6,0,82,45
42,54,6,16,0,9,0,57,70
59,46,7,9,0,6,0,72,55
59,41,9,12,0,6,0,74,53
46,53,9,12,0,7,0,62,65
50,54,7,7,0,9,0,66,61
52,48,9,13,0,5,0,66,61
37,63,9,10,0,8,0,54,73
58,47,8,9,0,5,0,71,56
54,45,10,10,0,8,0,72,55
58,42,11,9,0,7,0,76,51
57,41,10,11,0,8,0,75,52
42,49,14,12,0,10,0,66,61
56,45,10,9,0,7,0,73,54
48,55,13,6,0,5,0,66,61
54,52,6,8,0,7,0,67,60
53,51,5,11,0,7,0,65,62
59,47,8,7,0,6,0,73,54
40,62,4,13,0,8,0,52,75
43,60,9,8,0,7,0,59,68
41,53,12,12,0,9,0,62,65
47,55,9,10,0,6,0,62,65
56,47,9,10,0,5,0,70,57
56,45,9,12,0,5,0,70,57
47,52,11,10,0,7,0,65,62
43,59,10,12,0,3,0,56,71
52,44,11,13,0,7,0,70,57
44,58,8,9,0,8,0,60,67
57,45,7,11,0,7,0,71,56
52,48,11,8,0,8,0,71,56
38,62,7,12,0,8,0,53,74
60,39,13,11,0,4,0,77,50
44,55,9,12,0,7,0,60,67
56,37,9,14,0,11,0,76,51
51,51,5,16,0,4,0,60,67
50,49,11,10,0,7,0,68,59
48,48,11,13,0,7,0,66,61
46,52,11,11,0,7,0,64,63
63,42,8,7,0,7,0,78,49
50,47,11,10,0,9,0,70,57
67,31,9,11,0,9,0,85,42
57,46,8,9,0,7,0,72,55
54,52,7,7,0,7,0,68,59
45,55,12,11,0,4,0,61,66
53,53,5,8,0,8,0,66,61
50,51,6,15,0,5,0,61,66
56,48,9,7,0,7,0,72,55
52,49,11,9,0,6,0,69,58
50,46,9,14,0,8,0,67,60
64,40,8,9,0,6,0,78,49
51,47,11,11,0,7,0,69,58
54,40,11,13,0,9,0,74,53
49,50,13,11,0,4,0,66,61
45,55,8,11,0,8,0,61,66
50,46,8,16,0,7,0,65,62
60,43,8,11,0,5,0,73,54
58,44,11,11,0,3,0,72,55
47,53,9,10,0,8,0,64,63
50,43,14,13,0,7,0,71,56
56,45,9,9,0,8,0,73,54
48,50,7,13,0,9,0,64,63
55,46,9,10,0,7,0,71,56
51,54,7,11,0,4,0,62,65
53,42,15,9,0,8,0,76,51
52,50,11,6,0,8,0,71,56
56,47,10,8,0,6,0,72,55
53,42,12,11,0,9,0,74,53
57,45,9,10,0,6,0,72,55
59,40,11,9,0,8,0,78,49
61,37,12,9,0,8,0,81,46
55,47,10,8,0,7,0,72,55
59,41,9,13,0,5,0,73,54
56,52,7,10,0,2,0,65,62
51,46,10,11,0,9,0,70,57
50,42,12,15,0,8,0,70,57
51,43,11,15,0,7,0,69,58
65,37,10,10,0,5,0,80,47
53,51,9,6,0,8,0,70,57
54,48,6,12,0,7,0,67,60
46,45,14,13,0,9,0,69,58
59,44,11,7,0,6,0,76,51
49,39,17,15,0,7,0,73,54
50,43,15,11,0,8,0,73,54
55,42,13,10,0,7,0,75,52
55,45,8,12,0,7,0,70,57
49,52,9,10,0,7,0,65,62
58,43,7,12,0,7,0,72,55
57,42,11,9,0,8,0,76,51
51,52,11,7,0,6,0,68,59
61,42,6,11,0,7,0,74,53
59,41,10,11,0,6,0,75,52
59,44,8,11,0,5,0,72,55
54,44,9,12,0,8,0,71,56
55,43,11,12,0,6,0,72,55
49,54,6,11,0,7,0,62,65
45,50,8,17,0,7,0,60,67
50,48,8,13,0,8,0,66,61
57,42,8,12,0,8,0,73,54
44,55,13,8,0,7,0,64,63
53,46,6,15,0,7,0,66,61
51,53,9,9,0,5,0,65,62
46,54,7,11,0,9,0,62,65
56,43,7,13,0,8,0,71,56
61,41,10,12,0,3,0,74,53
48,53,7,13,0,6,0,61,66
49,46,10,14,0,8,0,67,60
55,52,8,5,0,7,0,70,57
51,49,10,12,0,5,0,66,61
49,53,12,6,0,7,0,68,59
53,51,10,7,0,6,0,69,58
56,42,13,7,0,9,0,78,49
64,32,15,8,0,8,0,87,40
58,40,12,13,0,4,0,74,53
42,53,9,17,0,6,0,57,70
50,56,9,8,0,4,0,63,64
47,48,11,11,0,10,0,68,59
56,37,13,12,0,9,0,78,49
55,44,16,5,0,7,0,78,49
54,46,8,12,0,7,0,69,58
48,51,9,12,0,7,0,64,63
59,45,7,8,0,8,0,74,53
50,46,11,12,0,8,0,69,58
56,41,14,9,0,7,0,77,50
45,58,9,11,0,4,0,58,69
48,49,12,10,0,8,0,68,59
50,50,9,10,0,8,0,67,60
49,47,12,12,0,7,0,68,59
48,55,5,12,0,7,0,60,67
55,40,14,11,0,7,0,76,51
51,51,10,9,0,6,0,67,60
44,56,10,9,0,8,0,62,65
55,48,8,11,0,5,0,68,59
50,49,9,12,0,7,0,66,61
44,54,8,12,0,9,0,61,66
59,48,9,7,0,4,0,72,55
54,44,9,12,0,8,0,71,56
54,45,5,14,0,9,0,68,59
65,35,9,13,0,5,0,79,48
50,49,9,13,0,6,0,65,62
52,42,13,12,0,8,0,73,54
53,49,10,8,0,7,0,70,57
60,39,8,11,0,9,0,77,50
46,52,10,11,0,8,0,64,63
51,51,8,9,0,8,0,67,60
50,46,11,12,0,8,0,69,58
44,57,13,8,0,5,0,62,65
62,39,10,8,0,8,0,80,47
49,47,14,9,0,8,0,71,56
58,43,9,9,0,8,0,75,52
51,46,10,13,0,7,0,68,59
59,46,8,9,0,5,0,72,55
54,44,11,11,0,7,0,72,55
50,48,7,14,0,8,0,65,62
48,51,14,5,0,9,0,71,56
51,54,9,9,0,4,0,64,63
60,38,11,8,0,10,0,81,46
54,51,4,13,0,5,0,63,64
53,49,9,10,0,6,0,68,59
54,45,10,12,0,6,0,70,57
48,49,14,9,0,7,0,69,58
55,46,10,13,0,3,0,68,59
59,48,10,5,0,5,0,74,53
57,42,8,11,0,9,0,74,53
55,44,9,11,0,8,0,72,55
49,47,8,14,0,9,0,66,61
50,43,12,14,0,8,0,70,57
51,53,5,13,0,5,0,61,66
50,54,4,12,0,7,0,61,66
51,49,10,13,0,4,0,65,62
52,48,8,13,0,6,0,66,61
59,41,10,10,0,7,0,76,51
51,49,10,10,0,7,0,68,59
57,44,10,11,0,5,0,72,55
42,57,10,8,0,10,0,62,65
51,43,11,13,0,9,0,71,56
56,43,10,9,0,9,0,75,52
52,45,15,11,0,4,0,71,56
62,41,7,10,0,7,0,76,51
49,50,9,13,0,6,0,64,63
52,53,8,10,0,4,0,64,63
51,49,9,10,0,8,0,68,59
56,46,9,10,0,6,0,71,56
46,52,9,10,0,10,0,65,62
52,48,9,12,0,6,0,67,60
61,39,9,10,0,8,0,78,49
48,52,10,11,0,6,0,64,63
55,45,6,12,0,9,0,70,57
64,33,11,11,0,8,0,83,44
57,46,7,10,0,7,0,71,56
57,41,8,11,0,10,0,75,52
52,50,9,11,0,5,0,66,61
45,49,10,16,0,7,0,62,65
61,41,10,10,0,5,0,76,51
57,46,11,7,0,6,0,74,53
48,47,13,9,0,10,0,71,56
51,51,6,14,0,5,0,62,65
53,47,7,14,0,6,0,66,61
57,46,7,8,0,9,0,73,54
49,41,12,15,0,10,0,71,56
56,49,10,7,0,5,0,71,56
61,40,10,8,0,8,0,79,48
53,50,12,7,0,5,0,70,57
42,55,11,13,0,6,0,59,68
48,51,11,9,0,8,0,67,60
52,47,9,13,0,6,0,67,60
52,50,10,10,0,5,0,67,60
63,38,9,14,0,3,0,75,52
65,34,9,12,0,7,0,81,46
45,54,9,10,0,9,0,63,64
60,43,11,9,0,4,0,75,52
65,42,4,9,0,7,0,76,51
53,49,9,8,0,8,0,70,57
57,44,10,9,0,7,0,74,53
54,56,8,5,0,4,0,66,61
58,38,12,12,0,7,0,77,50
60,45,6,11,0,5,0,71,56
56,44,14,9,0,4,0,74,53
57,38,11,13,0,8,0,76,51
54,46,11,9,0,7,0,72,55
49,46,15,9,0,8,0,72,55
58,43,11,7,0,8,0,77,50
56,46,10,12,0,3,0,69,58
51,46,8,15,0,7,0,66,61
54,46,10,10,0,7,0,71,56
61,35,9,13,0,9,0,79,48
48,50,10,12,0,7,0,65,62
55,43,11,10,0,8,0,74,53
61,40,9,12,0,5,0,75,52
52,48,8,10,0,9,0,69,58
59,47,8,7,0,6,0,73,54
54,40,13,14,0,6,0,73,54
62,30,16,11,0,8,0,86,41
44,58,11,8,0,6,0,61,66
40,62,10,7,0,8,0,58,69
38,60,10,12,0,7,0,55,72
58,38,10,13,0,8,0,76,51
43,52,10,13,0,9,0,62,65
58,39,13,8,0,9,0,80,47
54,46,10,10,0,7,0,71,56
49,50,14,7,0,7,0,70,57
44,50,13,12,0,8,0,65,62
55,48,8,11,0,5,0,68,59
56,44,7,11,0,9,0,72,55
57,41,13,9,0,7,0,77,50
60,36,12,12,0,7,0,79,48
53,47,8,11,0,8,0,69,58
57,46,6,15,0,3,0,66,61
52,53,8,7,0,7,0,67,60
58,33,15,12,0,9,0,82,45
58,35,12,14,0,8,0,78,49
57,40,14,8,0,8,0,79,48
48,49,9,13,0,8,0,65,62
51,45,17,9,0,5,0,73,54
51,48,12,11,0,5,0,68,59
54,50,8,9,0,6,0,68,59
56,44,7,14,0,6,0,69,58
55,44,8,12,0,8,0,71,56
59,37,10,13,0,8,0,77,50
48,52,11,10,0,6,0,65,62
59,46,9,8,0,5,0,73,54
62,46,5,8,0,6,0,73,54
59,44,10,9,0,5,0,74,53
59,36,13,12,0,7,0,79,48
50,48,13,7,0,9,0,72,55
54,44,8,13,0,8,0,70,57
54,49,13,7,0,4,0,71,56
48,50,10,11,0,8,0,66,61
50,53,5,11,0,8,0,63,64
45,56,10,6,0,10,0,65,62
57,43,10,11,0,6,0,73,54
49,50,11,11,0,6,0,66,61
52,47,12,10,0,6,0,70,57
46,51,11,12,0,7,0,64,63
53,43,12,10,0,9,0,74,53
53,47,8,10,0,9,0,70,57
56,40,13,10,0,8,0,77,50
46,50,11,13,0,7,0,64,63
56,48,12,7,0,4,0,72,55
41,46,15,15,0,10,0,66,61
54,48,9,7,0,9,0,72,55
54,47,5,12,0,9,0,68,59
50,48,9,12,0,8,0,67,60
62,46,8,7,0,4,0,74,53
57,42,12,13,0,3,0,72,55
63,41,7,10,0,6,0,76,51
52,43,11,11,0,10,0,73,54
53,49,7,11,0,7,0,67,60
55,42,10,13,0,7,0,72,55
49,48,10,10,0,10,0,69,58
58,48,6,9,0,6,0,70,57
51,44,12,11,0,9,0,72,55
53,50,9,11,0,4,0,66,61
48,53,11,10,0,5,0,64,63
59,37,14,8,0,9,0,82,45
46,51,11,10,0,9,0,66,61
49,56,3,10,0,9,0,61,66
64,35,8,11,0,9,0,81,46
55,41,15,7,0,9,0,79,48
53,42,10,12,0,10,0,73,54
52,45,11,13,0,6,0,69,58
63,34,10,11,0,9,0,82,45
55,46,11,10,0,5,0,71,56
52,52,9,11,0,3,0,64,63
49,50,13,8,0,7,0,69,58
57,38,12,12,0,8,0,77,50
54,41,11,14,0,7,0,72,55
56,45,7,13,0,6,0,69,58
54,45,10,11,0,7,0,71,56
54,43,9,13,0,8,0,71,56
57,34,13,13,0,10,0,80,47
47,61,8,5,0,6,0,61,66
52,48,10,11,0,6,0,68,59
64,35,6,13,0,9,0,79,48
49,52,6,11,0,9,0,64,63
59,42,9,12,0,5,0,73,54
56,48,9,10,0,4,0,69,58
59,42,9,8,0,9,0,77,50
53,48,9,11,0,6,0,68,59
45,43,13,15,0,11,0,69,58
57,37,11,13,0,9,0,77,50
52,49,5,16,0,5,0,62,65
52,46,8,15,0,6,0,66,61
58,43,7,10,0,9,0,74,53
60,37,12,11,0,7,0,79,48
44,55,10,9,0,9,0,63,64
53,44,12,11,0,7,0,72,55
60,34,14,11,0,8,0,82,45
60,46,8,10,0,3,0,71,56
42,54,11,12,0,8,0,61,66
53,45,8,13,0,8,0,69,58
48,51,9,13,0,6,0,63,64
56,44,10,9,0,8,0,74,53
55,42,8,14,0,8,0,71,56
60,41,10,10,0,6,0,76,51
49,51,10,13,0,4,0,63,64
56,39,13,11,0,8,0,77,50
53,49,10,13,0,2,0,65,62
48,55,10,7,0,7,0,65,62
52,54,6,11,0,4,0,62,65
52,48,10,9,0,8,0,70,57
60,44,11,5,0,7,0,78,49
48,47,10,11,0,11,0,69,58
57,42,12,8,0,8,0,77,50
57,46,8,10,0,6,0,71,56
56,49,7,10,0,5,0,68,59
51,54,7,8,0,7,0,65,62
53,49,9,9,0,7,0,69,58
48,46,10,13,0,10,0,68,59
50,53,9,6,0,9,0,68,59
52,49,9,11,0,6,0,67,60
43,51,10,13,0,10,0,63,64
51,34,17,13,0,12,0,80,47
48,50,12,11,0,6,0,66,61
56,44,6,13,0,8,0,70,57
73,31,10,6,0,7,0,90,37
54,42,14,9,0,8,0,76,51
62,34,10,14,0,7,0,79,48
51,50,13,6,0,7,0,71,56
54,47,7,11,0,8,0,69,58
52,49,7,11,0,8,0,67,60
60,33,12,14,0,8,0,80,47
59,44,8,9,0,7,0,74,53
55,39,12,13,0,8,0,75,52
49,56,10,5,0,7,0,66,61
52,53,8,7,0,7,0,67,60
56,45,11,9,0,6,0,73,54
49,45,13,10,0,10,0,72,55
52,52,5,9,0,9,0,66,61
57,42,8,13,0,7,0,72,55
59,41,11,9,0,7,0,77,50
56,43,11,12,0,5,0,72,55
58,48,5,11,0,5,0,68,59
47,52,11,10,0,7,0,65,62
56,42,9,13,0,7,0,72,55
49,50,9,12,0,7,0,65,62
51,46,8,16,0,6,0,65,62
50,40,11,14,0,12,0,73,54
56,47,8,8,0,8,0,72,55
52,45,14,10,0,6,0,72,55
53,47,8,15,0,4,0,65,62
50,47,12,9,0,9,0,71,56
56,42,14,8,0,7,0,77,50
50,50,8,10,0,9,0,67,60
56,43,10,13,0,5,0,71,56
53,48,13,7,0,6,0,72,55
58,46,6,8,0,9,0,73,54
55,46,9,9,0,8,0,72,55
46,54,7,13,0,7,0,60,67
54,46,9,11,0,7,0,70,57
50,43,14,15,0,5,0,69,58
54,47,10,10,0,6,0,70,57
54,48,11,7,0,7,0,72,55
57,39,12,10,0,9,0,78,49
57,49,9,9,0,3,0,69,58
65,36,14,7,0,5,0,84,43
53,48,10,8,0,8,0,71,56
52,46,11,10,0,8,0,71,56
47,52,8,12,0,8,0,63,64
47,54,7,14,0,5,0,59,68
49,48,9,13,0,8,0,66,61
59,47,6,9,0,6,0,71,56
50,52,11,9,0,5,0,66,61
44,48,13,14,0,8,0,65,62
55,43,9,13,0,7,0,71,56
54,45,7,11,0,10,0,71,56
53,41,13,11,0,9,0,75,52
54,44,11,13,0,5,0,70,57
51,51,9,7,0,9,0,69,58
49,54,10,5,0,9,0,68,59
49,51,10,9,0,8,0,67,60
60,32,13,12,0,10,0,83,44
56,41,13,9,0,8,0,77,50
57,43,11,12,0,4,0,72,55
44,57,7,14,0,5,0,56,71
43,56,10,13,0,5,0,58,69
63,30,12,14,0,8,0,83,44
48,45,16,10,0,8,0,72,55
58,35,11,16,0,7,0,76,51
50,45,10,14,0,8,0,68,59
63,34,12,13,0,5,0,80,47
54,46,9,10,0,8,0,71,56
57,47,8,7,0,8,0,73,54
50,44,16,12,0,5,0,71,56
59,43,13,8,0,4,0,76,51
57,41,14,10,0,5,0,76,51
54,50,8,8,0,7,0,69,58
58,40,8,13,0,8,0,74,53
44,52,11,10,0,10,0,65,62
46,53,10,11,0,7,0,63,64
51,45,12,11,0,8,0,71,56
57,44,8,13,0,5,0,70,57
61,40,8,10,0,8,0,77,50
52,50,6,12,0,7,0,65,62
48,53,11,11,0,4,0,63,64
58,42,9,9,0,9,0,76,51
60,42,10,11,0,4,0,74,53
39,61,11,8,0,8,0,58,69
59,41,11,11,0,5,0,75,52
51,52,9,8,0,7,0,67,60
42,60,7,10,0,8,0,57,70
57,48,8,10,0,4,0,69,58
49,46,13,9,0,10,0,72,55
57,48,7,11,0,4,0,68,59
47,48,11,14,0,7,0,65,62
51,49,10,9,0,8,0,69,58
51,47,10,9,0,10,0,71,56
61,44,9,9,0,4,0,74,53
55,49,9,9,0,5,0,69,58
55,42,11,11,0,8,0,74,53
56,50,6,9,0,6,0,68,59
60,38,9,14,0,6,0,75,52
53,49,8,9,0,8,0,69,58
54,45,10,12,0,6,0,70,57
58,49,10,7,0,3,0,71,56
60,39,10,11,0,7,0,77,50
55,45,7,11,0,9,0,71,56
59,46,9,6,0,7,0,75,52
46,56,6,14,0,5,0,57,70
53,50,9,9,0,6,0,68,59
56,48,9,8,0,6,0,71,56
60,47,7,10,0,3,0,70,57
43,57,10,10,0,7,0,60,67
53,43,8,13,0,10,0,71,56
36,69,8,9,0,5,0,49,78
47,51,11,9,0,9,0,67,60
56,44,9,11,0,7,0,72,55
53,55,7,9,0,3,0,63,64
52,49,9,11,0,6,0,67,60
43,55,6,14,0,9,0,58,69
56,40,10,13,0,8,0,74,53
50,52,11,5,0,9,0,70,57
56,47,10,10,0,4,0,70,57
56,43,11,15,0,2,0,69,58
59,40,9,12,0,7,0,75,52
50,50,12,11,0,4,0,66,61
54,45,9,11,0,8,0,71,56
57,44,9,10,0,7,0,73,54
50,51,8,12,0,6,0,64,63
56,43,10,11,0,7,0,73,54
57,39,12,10,0,9,0,78,49
52,45,11,13,0,6,0,69,58
54,47,10,11,0,5,0,69,58
50,48,10,12,0,7,0,67,60
62,45,10,6,0,4,0,76,51
49,48,8,14,0,8,0,65,62
52,51,5,11,0,8,0,65,62
58,46,6,11,0,6,0,70,57
55,41,13,11,0,7,0,75,52
54,45,11,11,0,6,0,71,56
55,45,9,11,0,7,0,71,56
57,39,13,12,0,6,0,76,51
59,39,8,13,0,8,0,75,52
44,56,10,10,0,7,0,61,66
55,47,11,8,0,6,0,72,55
60,38,12,9,0,8,0,80,47
59,46,5,13,0,4,0,68,59
52,51,8,8,0,8,0,68,59
62,42,7,9,0,7,0,76,51
46,48,10,14,0,9,0,65,62
56,48,7,8,0,8,0,71,56
61,41,11,7,0,7,0,79,48
47,46,15,15,0,4,0,66,61
61,40,8,10,0,8,0,77,50
57,44,8,13,0,5,0,70,57
50,48,11,9,0,9,0,70,57
47,55,6,13,0,6,0,59,68
48,45,11,13,0,10,0,69,58
59,48,9,6,0,5,0,73,54
53,45,11,8,0,10,0,74,53
50,53,10,9,0,5,0,65,62
57,46,7,10,0,7,0,71,56
52,48,10,12,0,5,0,67,60
47,51,12,11,0,6,0,65,62
52,44,11,11,0,9,0,72,55
52,47,8,14,0,6,0,66,61
60,39,14,6,0,8,0,82,45
55,46,10,9,0,7,0,72,55
63,37,9,12,0,6,0,78,49
58,42,9,14,0,4,0,71,56
48,55,10,8,0,6,0,64,63
54,51,11,8,0,3,0,68,59
47,53,7,17,0,3,0,57,70
53,47,8,11,0,8,0,69,58
53,47,11,10,0,6,0,70,57
56,48,8,11,0,4,0,68,59
57,41,14,9,0,6,0,77,50
55,44,10,11,0,7,0,72,55
49,55,6,9,0,8,0,63,64
50,49,12,8,0,8,0,70,57
45,54,10,10,0,8,0,63,64
54,46,13,7,0,7,0,74,53
51,49,9,11,0,7,0,67,60
45,49,12,13,0,8,0,65,62
46,56,8,10,0,7,0,61,66
45,57,7,10,0,8,0,60,67
54,48,10,10,0,5,0,69,58
57,44,9,10,0,7,0,73,54
56,43,11,10,0,7,0,74,53
51,44,10,15,0,7,0,68,59
66,31,12,10,0,8,0,86,41
54,47,10,12,0,4,0,68,59
48,46,13,11,0,9,0,70,57
54,42,13,12,0,6,0,73,54
42,54,9,15,0,7,0,58,69
51,45,11,11,0,9,0,71,56
51,41,14,15,0,6,0,71,56
61,41,11,11,0,3,0,75,52
57,48,9,7,0,6,0,72,55
58,43,8,14,0,4,0,70,57
62,36,8,13,0,8,0,78,49
61,36,7,14,0,9,0,77,50
53,44,15,7,0,8,0,76,51
61,39,10,9,0,8,0,79,48
56,43,10,12,0,6,0,72,55
49,54,7,10,0,7,0,63,64
64,45,7,7,0,4,0,75,52
58,42,13,6,0,8,0,79,48
61,40,11,8,0,7,0,79,48
54,50,8,10,0,5,0,67,60
55,50,5,12,0,5,0,65,62
58,45,8,8,0,8,0,74,53
57,40,10,13,0,7,0,74,53
55,40,10,14,0,8,0,73,54
48,49,11,11,0,8,0,67,60
50,49,9,11,0,8,0,67,60
44,57,9,9,0,8,0,61,66
45,51,12,13,0,6,0,63,64
54,41,11,12,0,9,0,74,53
52,45,11,13,0,6,0,69,58
49,46,9,13,0,10,0,68,59
53,46,7,15,0,6,0,66,61
57,46,13,7,0,4,0,74,53
55,44,12,10,0,6,0,73,54
50,48,11,10,0,8,0,69,58
53,46,10,10,0,8,0,71,56
46,52,10,9,0,10,0,66,61
64,38,8,9,0,8,0,80,47
55,45,12,8,0,7,0,74,53
61,38,13,7,0,8,0,82,45
58,37,9,14,0,9,0,76,51
51,45,11,10,0,10,0,72,55
51,50,9,8,0,9,0,69,58
52,42,10,15,0,8,0,70,57
56,46,13,7,0,5,0,74,53
50,50,9,10,0,8,0,67,60
57,40,11,10,0,9,0,77,50
56,43,11,11,0,6,0,73,54
54,42,9,15,0,7,0,70,57
57,43,10,10,0,7,0,74,53
50,45,14,10,0,8,0,72,55
45,50,10,14,0,8,0,63,64
53,51,9,9,0,5,0,67,60
55,44,11,10,0,7,0,73,54
54,51,10,10,0,2,0,66,61
59,41,12,10,0,5,0,76,51
56,51,8,10,0,2,0,66,61
58,44,7,12,0,6,0,71,56
50,45,11,13,0,8,0,69,58
61,40,10,8,0,8,0,79,48
60,41,9,7,0,10,0,79,48
59,45,8,9,0,6,0,73,54
47,46,14,11,0,9,0,70,57
52,41,13,12,0,9,0,74,53
56,45,8,12,0,6,0,70,57
60,46,7,7,0,7,0,74,53
60,39,12,9,0,7,0,79,48
51,47,12,9,0,8,0,71,56
53,40,11,13,0,10,0,74,53
56,49,9,7,0,6,0,71,56
47,53,8,11,0,8,0,63,64
44,53,11,11,0,8,0,63,64
51,47,10,10,0,9,0,70,57
51,50,10,10,0,6,0,67,60
62,33,11,15,0,6,0,79,48
44,62,10,7,0,4,0,58,69
52,56,5,11,0,3,0,60,67
49,48,8,14,0,8,0,65,62
57,40,12,12,0,6,0,75,52
55,46,10,9,0,7,0,72,55
54,43,10,13,0,7,0,71,56
54,40,13,11,0,9,0,76,51
57,46,11,10,0,3,0,71,56
50,47,11,11,0,8,0,69,58
56,42,12,9,0,8,0,76,51
46,55,6,15,0,5,0,57,70
55,53,5,11,0,3,0,63,64
58,38,14,8,0,9,0,81,46
57,43,13,9,0,5,0,75,52
58,44,9,12,0,4,0,71,56
51,48,7,13,0,8,0,66,61
53,51,6,10,0,7,0,66,61
48,50,10,10,0,9,0,67,60
57,48,6,10,0,6,0,69,58
55,49,7,11,0,5,0,67,60
57,40,10,12,0,8,0,75,52
48,50,12,12,0,5,0,65,62
58,40,9,13,0,7,0,74,53
51,45,11,13,0,7,0,69,58
47,49,12,11,0,8,0,67,60
55,50,9,9,0,4,0,68,59
52,51,9,7,0,8,0,69,58
54,45,6,12,0,10,0,70,57
51,44,11,11,0,10,0,72,55
46,51,8,13,0,9,0,63,64
54,48,9,9,0,7,0,70,57
53,50,10,7,0,7,0,70,57
55,49,10,6,0,7,0,72,55
53,41,14,12,0,7,0,74,53
51,46,10,11,0,9,0,70,57
53,44,11,11,0,8,0,72,55
56,49,7,10,0,5,0,68,59
49,50,7,14,0,7,0,63,64
50,48,7,13,0,9,0,66,61
53,42,12,12,0,8,0,73,54
45,57,9,11,0,5,0,59,68
39,61,9,10,0,8,0,56,71
60,43,10,8,0,6,0,76,51
55,45,9,12,0,6,0,70,57
